"names","coeff_exp","strength","edge_weight"
"vac_bad",0.12556904001734,0.762648897460112,1.89312008414908
"vac_free",1.31873794999779,-0.232177288771156,0.0745322867775229
"conspiracy",1.0610730173833,1.45646252429557,0.0745322867775229
"nat",-0.955226783712205,-0.652567624384362,-0.581351836864678
"low_comp",-0.826753349512505,0.0136492460525331,-0.730416410419724
"educ",-0.723399874173716,-1.3480157546527,-0.730416410419724
